Year,Month,Day,AverageDailyPrecipitation[mm/d],AverageDailyStreamflow[m^3/s],AverageDailyTemperature[°C]
1995,6,27,0.0230094,5.466812051,19.1211
1995,6,28,0.509861,5.32684825,19.1125
1995,6,29,0,5.305913882,18.8507
1995,6,30,2.4651,5.270428821,19.4448
1995,7,1,18.5638,7.339251007,18.1237
1995,7,2,23.2071,19.63218919,18.7132
1995,7,3,11.6241,33.62663829,14.1084
1995,7,4,0.263276,39.4465744,14.1548
1995,7,5,0.00829189,35.12487115,14.306
1995,7,6,0,27.21740482,14.9201
1995,7,7,0.405948,20.62722481,17.3139
1995,7,8,5.31733,15.96555106,19.0791
1995,7,9,0.0214902,14.14631698,20.4808
1995,7,10,1.63192,12.24484479,20.7325
1995,7,11,5.13051,10.38814921,18.1999
1995,7,12,1.28823,10.3549132,17.9119
1995,7,13,5.11267,10.06020773,19.6511
1995,7,14,3.12754,9.405392504,17.014
1995,7,15,11.5615,10.81478777,16.7637
1995,7,16,10.0056,14.81274095,15.3596
1995,7,17,0.00829189,18.96349344,15.8262
1995,7,18,0,17.86611454,17.0692
1995,7,19,0,13.45751606,19.5614
1995,7,20,0,9.703039918,22.4972
1995,7,21,0,7.172230416,23.8301
1995,7,22,6.03232,6.035197755,19.9949
1995,7,23,0,6.305186359,15.387
1995,7,24,0.0186574,6.765424413,17.0217
1995,7,25,0.0132444,6.20168448,19.635
1995,7,26,3.12317,6.006459854,22.4515
1995,7,27,0.597954,6.390763967,18.8764
1995,7,28,0.0276108,6.005130868,17.34
1995,7,29,0.0248757,5.427714875,18.0364
1995,7,30,6.79142,5.874992476,18.2266
1995,7,31,8.36599,7.721237914,18.0908
1995,8,1,0.304981,9.473750088,19.1573
1995,8,2,0.023831,8.717034582,19.9745
1995,8,3,0,6.819856042,19.5863
1995,8,4,0.00242896,5.597098108,19.6036
1995,8,5,2.34321,5.150831446,19.4917
1995,8,6,14.0416,7.19052953,19.4723
1995,8,7,2.95513,10.34822283,16.6254
1995,8,8,22.677,15.28481493,14.1507
1995,8,9,0.101636,21.35998449,14.6164
1995,8,10,1.43701,20.7938592,17.2591
1995,8,11,16.7002,19.24587456,18.6946
1995,8,12,8.50625,21.75300085,17.5236
1995,8,13,0.232495,23.97967703,16.815
1995,8,14,0.638663,20.75137709,15.2907
1995,8,15,0.0201986,16.14445302,15.8031
1995,8,16,0,12.14386458,15.8685
1995,8,17,0,9.071771598,15.0698
1995,8,18,0,6.947904405,15.8928
1995,8,19,0.828956,5.76491382,16.3212
1995,8,20,11.7563,5.788642466,16.5284
1995,8,21,1.07911,8.221538646,16.4895
1995,8,22,12.5721,10.76299139,16.4139
1995,8,23,10.0959,12.9684038,17.2042
1995,8,24,8.98613,16.21158384,15.0568
1995,8,25,7.29816,20.13390978,14.6934
1995,8,26,2.65441,21.82603828,15.0191
1995,8,27,21.258,28.31069454,13.8064
1995,8,28,21.1442,42.35773513,8.02512
1995,8,29,6.3742,52.15758656,8.41916
1995,8,30,0.269231,49.95783086,8.46676
1995,8,31,0.026216,40.4676218,7.84254
1995,9,1,0.00865551,30.90460247,8.43695
1995,9,2,0.017311,23.31120846,10.079
1995,9,3,26.0618,25.91556655,9.69985
1995,9,4,2.11239,40.11277119,8.10893
1995,9,5,0.0692441,40.54452124,9.57326
1995,9,6,0.0755049,32.13374408,11.5101
1995,9,7,33.1682,42.76222393,10.9944
1995,9,8,15.9833,58.35236486,11.015
1995,9,9,0.486148,67.70263284,10.4022
1995,9,10,2.66497,67.72273802,13.1281
1995,9,11,2.46608,56.89899947,13.8573
1995,9,12,40.8334,68.5179714,10.7387
1995,9,13,28.5947,101.6065408,9.54717
1995,9,14,2.91845,138.7824802,9.25186
1995,9,15,1.50594,122.2655704,9.87786
1995,9,16,1.43865,97.59607012,10.4292
1995,9,17,0.0603688,78.49990526,10.9653
1995,9,18,0.354954,61.64620539,12.722
1995,9,19,7.81411,48.47572757,11.3657
1995,9,20,7.23153,42.87217764,8.98079
1995,9,21,0.0819297,41.2447946,9.42278
1995,9,22,0,35.31524555,9.50269
1995,9,23,0.000855321,26.97500688,9.10174
1995,9,24,14.4105,22.59946266,8.48667
1995,9,25,1.47897,27.83112371,6.34492
1995,9,26,0.0224696,31.31817835,7.41129
1995,9,27,21.3046,34.30089987,9.47348
1995,9,28,0.63316,46.97783547,7.17212
1995,9,29,0.00435703,46.76213083,4.05274
1995,9,30,0,36.90980149,4.55561
1995,10,1,0.334481,28.40565456,9.71032
1995,10,2,1.19733,21.80627388,11.1638
1995,10,3,1.4773,16.91924046,13.3799
1995,10,4,2.27943,13.98797455,14.8417
1995,10,5,19.6844,16.77770914,11.5158
1995,10,6,0.0334787,33.18500604,12.6229
1995,10,7,0.0277315,36.32300309,12.7873
1995,10,8,0.0111887,29.04936082,13.0097
1995,10,9,0.0111596,22.34525151,13.9468
1995,10,10,0.0111596,16.88380083,12.807
1995,10,11,0.0223191,12.82823554,12.5364
1995,10,12,0.00966653,9.924696598,12.7285
1995,10,13,0.027737,8.028142795,12.8574
1995,10,14,1.02565,6.917655776,12.6923
1995,10,15,0.717002,6.403769855,12.4893
1995,10,16,0.0167462,6.176649566,12.3306
1995,10,17,0,5.957514551,11.5036
1995,10,18,0.0139637,5.779566742,10.3024
1995,10,19,0.0305186,5.68313007,11.5884
1995,10,20,0.0167551,5.613102734,7.98656
1995,10,21,0,5.534022391,7.64345
1995,10,22,0,5.464154079,7.42251
1995,10,23,0,5.421001792,8.51839
1995,10,24,0.0515844,5.364832258,8.29388
1995,10,25,1.2721,5.306356877,10.0056
1995,10,26,0.0665405,5.283003073,10.8105
1995,10,27,5.09933,5.623882286,12.1909
1995,10,28,1.03639,7.829953507,12.8531
1995,10,29,3.80103,9.189267585,10.7937
1995,10,30,2.27723,9.112004659,10.1239
1995,10,31,0.0431495,9.785641506,9.42968
1995,11,1,5.66105,9.703800961,6.89733
1995,11,2,1.62152,10.86836748,2.65382
1995,11,3,5.07233,12.63547579,2.84679
1995,11,4,0.034907,13.38152533,-3.31945
1995,11,5,0,12.55619098,-3.41928
1995,11,6,0,9.584896476,-1.064
1995,11,7,0.00369729,7.016000735,1.23968
1995,11,8,0,5.786700102,2.61462
1995,11,9,7.19E-06,5.643692128,2.57316
1995,11,10,0.00430209,5.442345079,6.37293
1995,11,11,0,5.199788107,9.7726
1995,11,12,4.83595,5.257877288,10.8337
1995,11,13,15.3232,8.339818394,7.26805
1995,11,14,0.0420981,21.64020743,5.19948
1995,11,15,10.54,29.65512852,5.76046
1995,11,16,23.8045,47.14367474,8.88069
1995,11,17,36.9483,84.85018627,4.37775
1995,11,18,1.23013,111.9818317,-4.46427
1995,11,19,1.14641,121.2250993,-4.94852
1995,11,20,0.214622,98.0155526,-0.463044
1995,11,21,0.00992289,77.22328364,0.631775
1995,11,22,0.000448339,59.37488891,2.09086
1995,11,23,0.0335153,46.00040607,3.72519
1995,11,24,6.18E-06,36.00325134,3.33838
1995,11,25,0.0153209,27.42845233,3.13611
1995,11,26,0.0255647,20.54123829,4.4394
1995,11,27,8.54573,16.21169743,3.23091
1995,11,28,0.895851,18.20233663,1.54739
1995,11,29,4.64E-05,20.43423788,0.773979
1995,11,30,0,16.53133559,0.416914
1995,12,1,0.685232,12.40352798,-0.0230164
1995,12,2,0.0537947,9.100021068,2.33988
1995,12,3,0.0410183,7.11984338,2.21955
1995,12,4,0.0186253,6.150785455,-1.0299
1995,12,5,0.190714,5.704575586,-3.38053
1995,12,6,0.0290477,5.533159118,-3.42356
1995,12,7,3.94938,5.444571415,-2.09624
1995,12,8,0.0583931,5.369841513,0.517037
1995,12,9,0.000377605,5.353212151,0.414894
1995,12,10,0.00231384,5.868892771,1.93555
1995,12,11,0.000755211,6.968679749,-0.59332
1995,12,12,0.468279,6.452181291,-1.28612
1995,12,13,1.94156,5.598813295,-4.99668
1995,12,14,0.37447,5.20283228,-6.21476
1995,12,15,1.27E-05,5.086801585,-4.22442
1995,12,16,0.000774311,5.165404856,2.23324
1995,12,17,10.553,7.071136614,2.05689
1995,12,18,0.289634,13.80430188,1.49717
1995,12,19,0.00601419,19.68035073,-1.5889
1995,12,20,7.17787,16.94491147,2.39746
1995,12,21,0.129215,17.94812547,4.7572
1995,12,22,8.60364,20.82498246,6.83641
1995,12,23,27.9672,38.0904408,7.63185
1995,12,24,40.2988,86.84014393,6.53864
1995,12,25,33.1957,141.6460473,5.5608
1995,12,26,14.496,185.8592513,-1.32571
1995,12,27,0.0565164,169.3991357,-6.00728
1995,12,28,2.64526,136.4777687,-7.21005
1995,12,29,3.69117,108.22455,-3.54317
1995,12,30,13.303,86.6649904,-0.778957
1995,12,31,8.7596,70.21816469,1.19173
1996,1,1,0.657589,62.76596123,1.81141
1996,1,2,12.2311,61.03884746,1.23138
1996,1,3,0.0247203,58.76991634,0.221036
1996,1,4,0.0115125,55.34249568,-1.51522
1996,1,5,1.74889,47.28009458,1.16373
1996,1,6,9.80386,42.34660345,2.19604
1996,1,7,7.27344,47.22750309,2.87084
1996,1,8,0.0169811,54.02123377,3.56718
1996,1,9,0.273664,55.10009773,3.8933
1996,1,10,0,52.71189865,4.77012
1996,1,11,1.42124,49.56117968,4.3009
1996,1,12,0.0965661,47.45672477,3.94908
1996,1,13,0,43.51372572,4.22292
1996,1,14,0.0168578,37.38539672,3.25931
1996,1,15,0.00642444,30.03724037,2.79701
1996,1,16,0.00321897,23.66889878,1.83275
1996,1,17,0.0016211,18.29309387,0.87509
1996,1,18,0.00403327,14.00910202,-0.523903
1996,1,19,0.000793766,10.94558498,-2.15448
1996,1,20,0.000396883,8.743103153,-2.35466
1996,1,21,0,7.196504287,0.166219
1996,1,22,1.65924,6.1806706,-0.0115457
1996,1,23,1.53531,5.648303823,1.77742
1996,1,24,0.192179,5.687866712,2.1132
1996,1,25,0.0802211,6.143061434,0.481219
1996,1,26,2.74323,5.858226807,0.828635
1996,1,27,0.000398857,5.588090537,2.39177
1996,1,28,0.0228467,5.635434241,-0.900926
1996,1,29,6.33E-06,5.535328659,0.171306
1996,1,30,0,5.234716584,-2.67402
1996,1,31,0,5.093673692,-3.30844
1996,2,1,0.10098,5.029518883,-1.20469
1996,2,2,8.08689,5.190212593,1.77128
1996,2,3,0.0126669,7.261965364,0.366366
1996,2,4,0.295664,10.25686357,-3.51982
1996,2,5,0.11439,8.955854491,-6.08018
1996,2,6,3.41606,7.215689392,-5.00813
1996,2,7,8.38125,5.938102269,-2.18849
1996,2,8,6.24065,5.274075014,-3.79358
1996,2,9,0.307922,5.01329844,-6.44802
1996,2,10,1.05995,4.919826429,-0.234593
1996,2,11,4.18031,4.859953908,0.896544
1996,2,12,24.2688,5.110030442,0.218352
1996,2,13,17.7857,6.13824528,-1.11431
1996,2,14,0.282221,6.581842611,-2.77884
1996,2,15,0.00563456,6.090719834,-3.59252
1996,2,16,2.11141,5.464710663,-2.43033
1996,2,17,5.25503,5.071558003,0.146099
1996,2,18,14.7608,5.404724554,0.660885
1996,2,19,7.20001,6.539417291,-1.29216
1996,2,20,1.01542,6.519448426,-6.11324
1996,2,21,0.527971,5.554127563,-5.22104
1996,2,22,0.411582,4.905275736,-8.78677
1996,2,23,1.235,4.644317421,-8.67656
1996,2,24,0.0379276,4.570121385,-5.82484
1996,2,25,0,4.528979616,0.759955
1996,2,26,0,5.538736316,1.71697
1996,2,27,0.276378,11.9989256,1.02992
1996,2,28,0,28.50299994,3.55933
1996,3,1,0.0538007,45.48482768,-1.468
1996,3,2,0.00874237,38.86522824,-2.52517
1996,3,3,0,30.93947416,-4.76501
1996,3,4,0,23.0838042,-5.41795
1996,3,5,0,16.96001874,-4.37063
1996,3,6,0,12.48110896,-4.08416
1996,3,7,0,9.262055123,-1.63842
1996,3,8,0.0360551,7.123978003,0.320395
1996,3,9,0.000890496,5.841983645,0.336868
1996,3,10,0.00479946,5.453147349,-1.05251
1996,3,11,0.0299205,5.736607555,-1.26605
1996,3,12,0.0150046,5.39395636,-5.59444
1996,3,13,0,4.96858999,-3.21955
1996,3,14,0.171891,4.74731951,2.63409
1996,3,15,1.11E-05,7.265282149,3.18685
1996,3,16,0.283063,18.70780564,2.86244
1996,3,17,0.640527,35.33943991,2.8664
1996,3,18,0.0117995,42.58991011,2.92919
1996,3,19,0,45.777091,4.20217
1996,3,20,0.829303,46.73577829,3.55078
1996,3,21,14.6501,51.81909271,4.55793
1996,3,22,4.35768,61.47502746,4.22919
1996,3,23,0.00338392,67.64731522,8.60219
1996,3,24,0.00609327,69.19064274,9.39739
1996,3,25,1.08907,62.13054693,10.0526
1996,3,26,13.2458,56.15783423,8.83139
1996,3,27,0.596093,57.92879319,1.25766
1996,3,28,0.00743905,57.62903303,0.441154
1996,3,29,2.89554,48.83114612,0.185156
1996,3,30,0.0589349,38.2479881,-0.615343
1996,3,31,0.279128,29.23132967,-1.48511
1996,4,1,2.87243,22.17032515,0.541579
1996,4,2,0.164331,16.97399014,-0.0669134
1996,4,3,0.16461,13.04916526,-1.60553
1996,4,4,0.00269396,10.05444879,-1.95052
1996,4,5,0,8.185780973,3.05494
1996,4,6,0.00692925,8.437720358,6.43881
1996,4,7,0,8.772715685,8.01188
1996,4,8,0.160026,9.302163237,6.89511
1996,4,9,0.0108269,8.138846188,6.60777
1996,4,10,0.0980546,6.663728591,7.07962
1996,4,11,1.93861,5.696817489,7.42343
1996,4,12,0.626892,5.293555448,6.11871
1996,4,13,1.69383,5.301086369,5.41959
1996,4,14,0.322596,5.300302608,4.41025
1996,4,15,0,5.030382156,4.70888
1996,4,16,0,4.711255148,6.29939
1996,4,17,5.00073,4.604107077,7.32452
1996,4,18,0.0391216,5.53631688,7.52981
1996,4,19,0,7.039263669,10.0357
1996,4,20,0,6.184112333,12.0029
1996,4,21,0.0218547,4.950427182,12.5678
1996,4,22,0.660271,4.384665373,14.1083
1996,4,23,11.4085,4.734188675,9.11601
1996,4,24,0.0252398,8.253865945,8.81307
1996,4,25,0.0103861,12.58504247,8.10548
1996,4,26,0,10.30387787,10.054
1996,4,27,4.98076,7.557488672,10.8413
1996,4,28,5.91472,6.910102138,10.7898
1996,4,29,5.31533,9.796886771,9.7488
1996,4,30,0.190741,12.82130664,8.80677
1996,5,1,14.392,14.90031772,8.74356
1996,5,2,5.51276,20.16753198,6.76188
1996,5,3,7.35745,25.96736292,4.53498
1996,5,4,2.12737,27.31293279,6.09073
1996,5,5,0.922014,26.01200322,8.76039
1996,5,6,2.03392,21.34351416,10.7416
1996,5,7,7.82766,17.79943807,12.258
1996,5,8,7.90794,19.24507944,11.2995
1996,5,9,0.018754,22.94477183,6.75662
1996,5,10,0.017778,22.67886105,4.99921
1996,5,11,0.0396109,17.93597149,8.13344
1996,5,12,10.9719,15.52766723,7.39931
1996,5,13,1.26677,17.72628705,6.74681
1996,5,14,0.0203184,19.39796961,8.72367
1996,5,15,0.0200011,15.25959828,11.6122
1996,5,16,0.681752,10.96791648,13.7145
1996,5,17,1.73363,7.980276583,13.8258
1996,5,18,2.1885,6.476205268,13.0363
1996,5,19,20.0292,8.153919387,8.07605
1996,5,20,0.451056,22.01380014,7.21574
1996,5,21,5.21602,28.2703706,7.25787
1996,5,22,0.445808,23.7975946,7.77277
1996,5,23,1.0497,20.53169685,10.5971
1996,5,24,2.78533,15.91784388,14.442
1996,5,25,25.4269,19.9651172,12.0016
1996,5,26,13.2896,40.50840008,12.3036
1996,5,27,21.946,55.37191511,9.59648
1996,5,28,0.0498734,62.89602011,9.10385
1996,5,29,0,66.41294854,11.3946
1996,5,30,0,55.11066147,16.1957
1996,5,31,0.0726777,41.30408782,17.603
1996,6,1,17.4118,35.08148033,13.7575
1996,6,2,14.7133,40.60699494,10.7144
1996,6,3,0.0287176,47.9064218,11.6131
1996,6,4,0.0181089,42.71428956,13.9119
1996,6,5,0.0356905,33.13922985,17.2586
1996,6,6,0.0663221,25.2587976,18.8115
1996,6,7,4.56361,19.20361962,19.814
1996,6,8,6.22816,15.92568148,17.9591
1996,6,9,8.59864,18.50800339,17.0423
1996,6,10,6.70349,22.63126745,17.4874
1996,6,11,0.112717,24.63201603,18.5048
1996,6,12,0.00530105,20.7254789,18.6883
1996,6,13,0,15.66658602,15.3999
1996,6,14,0,11.50345238,14.104
1996,6,15,0,8.298608471,15.6186
1996,6,16,0,6.167573841,15.5961
1996,6,17,0,5.026963141,16.5961
1996,6,18,0,4.61210371,16.8812
1996,6,19,0.018517,4.485248027,16.6949
1996,6,20,4.40832,4.68962789,14.8676
1996,6,21,21.6678,7.168959066,12.5976
1996,6,22,8.56197,15.40340137,6.79223
1996,6,23,1.19341,22.36762845,7.95947
1996,6,24,0.255171,20.33166743,9.1913
1996,6,25,0.0342468,15.82277027,10.2369
1996,6,26,0.096392,11.64805059,11.1197
1996,6,27,0.00700803,8.40122436,12.2473
1996,6,28,0,6.254219181,15.0068
1996,6,29,0.114485,5.071444414,15.0451
1996,6,30,1.22148,4.581468881,12.2174
1996,7,1,1.14294,4.466937554,12.6458
1996,7,2,0.0806969,4.460463007,10.786
1996,7,3,0.105512,4.431213958,12.2603
1996,7,4,7.50137,4.829977892,15.6626
1996,7,5,30.294,9.869242672,14.1603
1996,7,6,1.38894,26.77838511,10.8574
1996,7,7,61.0855,93.96191832,9.38047
1996,7,8,13.8993,129.9611941,8.59207
1996,7,9,0.14829,123.6911066,9.87747
1996,7,10,2.4464,94.95195605,11.5783
1996,7,11,0.060549,72.51447065,12.72
1996,7,12,0.00829914,53.94433432,14.3165
1996,7,13,0.0266816,39.34763878,16.3974
1996,7,14,0.0470984,28.63544418,17.3733
1996,7,15,0.00108286,20.80090169,18.6004
1996,7,16,1.03E-05,15.0521856,17.9158
1996,7,17,0.0450627,10.86101831,16.6553
1996,7,18,4.51E-07,7.90238892,16.0518
1996,7,19,0.0099748,6.157055542,15.1301
1996,7,20,0.0505925,5.341080894,14.284
1996,7,21,4.51E-07,4.944588731,14.3367
1996,7,22,0,4.75316932,16.8225
1996,7,23,10.08,5.06127824,18.6561
1996,7,24,0.11733,6.424113563,17.4606
1996,7,25,0.0340091,7.178602733,15.1333
1996,7,26,0.00997117,6.095274734,16.7844
1996,7,27,13.3525,5.320021579,17.7228
1996,7,28,0.1832,6.720772757,17.4617
1996,7,29,1.09193,9.330662602,17.4977
1996,7,30,0.280356,8.270006877,16.5814
1996,7,31,0.0605569,6.845686076,16.5885
1996,8,1,3.92345,5.746217146,19.1527
1996,8,2,7.98356,5.473786388,17.3818
1996,8,3,0.800129,6.529012581,14.925
1996,8,4,0.0184075,7.046817307,14.7025
1996,8,5,22.8704,8.134711565,14.9514
1996,8,6,19.5206,17.54681715,16.5075
1996,8,7,3.228,25.52720732,15.3402
1996,8,8,0.0425096,24.26626092,15.5532
1996,8,9,0.0254614,18.82434748,16.6124
1996,8,10,33.9392,27.60769505,17.9771
1996,8,11,25.5879,49.32298451,15.0088
1996,8,12,8.57839,58.04919704,12.051
1996,8,13,10.0314,57.34756062,11.7888
1996,8,14,0.604418,53.06947538,12.8802
1996,8,15,0.215921,44.69981727,14.3026
1996,8,16,0.127202,33.99103033,14.3485
1996,8,17,0.0447816,25.4550786,16.2686
1996,8,18,0.043447,18.90158769,16.3286
1996,8,19,3.40739,14.219468,16.7674
1996,8,20,4.16307,12.14272869,17.0496
1996,8,21,3.60273,11.80514355,16.0716
1996,8,22,1.18307,11.21691393,13.6791
1996,8,23,3.33841,10.24483454,15.4297
1996,8,24,6.59853,9.338352546,14.2364
1996,8,25,0.227572,10.05446015,12.5453
1996,8,26,1.96754,10.04796288,11.7905
1996,8,27,13.5412,10.02622204,12.2257
1996,8,28,3.647,14.37542507,10.1938
1996,8,29,0.246852,17.49933714,9.6685
1996,8,30,0.10035,14.92950997,10.5913
1996,8,31,7.22E-06,11.00087988,10.9219
1996,9,1,0.159538,7.788243795,9.54054
1996,9,2,0.00470418,5.752362286,8.9169
1996,9,3,0,4.851843686,10.6493
1996,9,4,0.0605658,4.578833627,13.3394
1996,9,5,0.0885069,4.471367507,12.4699
1996,9,6,0.00548199,4.386266972,10.901
1996,9,7,0.00980571,4.312548008,8.90825
1996,9,8,6.81E-06,4.254061268,8.63402
1996,9,9,0.00980528,4.203014578,8.78808
1996,9,10,0.0344787,4.173027203,8.3049
1996,9,11,0.0616079,4.155364184,8.61091
1996,9,12,4.72755,4.351645184,8.46213
1996,9,13,10.1214,5.824036656,5.29464
1996,9,14,0.0725988,9.292371905,7.02696
1996,9,15,0.136381,10.48550595,8.12907
1996,9,16,0.000428088,8.050565173,9.34324
1996,9,17,0.0184608,5.752612181,9.09926
1996,9,18,16.3852,5.233944182,9.27536
1996,9,19,11.0599,10.26104363,9.82159
1996,9,20,0.504771,20.09892451,8.92116
1996,9,21,4.97723,20.99491092,8.94821
1996,9,22,7.54938,18.47506271,8.31592
1996,9,23,0.955595,19.43159182,6.54049
1996,9,24,2.54695,18.59841987,6.36125
1996,9,25,0.0858936,16.24929524,6.30124
1996,9,26,0.0673435,12.60923683,7.42176
1996,9,27,14.7619,10.85468007,9.22733
1996,9,28,0.110196,15.64443626,9.44584
1996,9,29,0.0455971,18.57490704,10.2917
1996,9,30,4.28E-07,14.28057864,13.0577
1996,10,1,10.0779,10.69788244,11.5115
1996,10,2,0.52894,11.03547895,6.56051
1996,10,3,0.0817389,13.21409582,6.00461
1996,10,4,2.91686,10.78282395,6.28299
1996,10,5,0.83341,8.598061944,5.36395
1996,10,6,0.0418258,7.450874467,5.37209
1996,10,7,0.249159,6.065344154,7.61304
1996,10,8,1.3345,5.01508178,7.58216
1996,10,9,0.464889,4.652189107,7.96966
1996,10,10,0.0572705,4.425920732,8.02715
1996,10,11,0.0470158,4.321760039,7.97044
1996,10,12,0.0462484,4.268634678,8.57348
1996,10,13,0.0116426,4.226152564,8.38214
1996,10,14,1.50401,4.174810543,9.6114
1996,10,15,29.2467,18.05807918,9.80376
1996,10,16,21.5025,54.66868845,5.5113
1996,10,17,2.8403,66.86434941,4.67636
1996,10,18,9.2262,67.64436192,4.82712
1996,10,19,9.13911,62.08306692,7.10613
1996,10,20,3.29935,58.9031557,7.42973
1996,10,21,8.12967,54.55316891,9.37827
1996,10,22,0.058028,50.94616477,8.00692
1996,10,23,0.0028834,43.48691882,7.62778
1996,10,24,0.0669681,33.34459794,9.13524
1996,10,25,0.968703,25.24175932,9.48553
1996,10,26,0.0447221,19.43715766,7.75005
1996,10,27,0.0167462,14.85124747,7.87983
1996,10,28,6.39721,10.97665144,11.646
1996,10,29,16.0204,12.60832813,7.89628
1996,10,30,0.045252,26.89560848,2.26942
1996,10,31,7.3221,31.80865368,4.30008
1996,11,1,3.91525,30.00009692,7.18302
1996,11,2,0.0669428,30.54100555,5.88951
1996,11,3,0.0792597,25.86274788,7.64112
1996,11,4,19.7123,25.58456954,9.46679
1996,11,5,6.95656,40.20057514,5.74306
1996,11,6,1.53323,49.06491134,5.16573
1996,11,7,16.8049,49.31639637,9.45858
1996,11,8,0.0319384,55.23322351,3.48171
1996,11,9,0.0792785,51.22150339,1.65371
1996,11,10,6.71968,41.91201369,4.72208
1996,11,11,10.3032,40.74057506,7.87612
1996,11,12,48.3019,67.24884662,9.18921
1996,11,13,7.36767,99.0793093,4.75224
1996,11,14,0.347503,133.0757919,0.794342
1996,11,15,0.00801539,114.2882471,1.45413
1996,11,16,0.0446066,91.31655477,3.5464
1996,11,17,1.03412,72.81911511,4.23595
1996,11,18,21.4511,65.42870383,-0.370983
1996,11,19,6.23868,65.96768146,-0.60377
1996,11,20,16.781,70.49123154,1.4788
1996,11,21,3.68213,72.34192965,-1.97903
1996,11,22,0.0242632,63.90298254,-3.55914
1996,11,23,6.86178,49.49757009,-3.98975
1996,11,24,1.38282,37.45139166,-4.76053
1996,11,25,16.6174,27.67948301,0.269453
1996,11,26,13.07,22.18679549,0.909759
1996,11,27,17.5387,22.51018207,-1.33872
1996,11,28,3.28009,20.84860888,-3.17552
1996,11,29,47.8519,15.91409545,-2.36596
1996,11,30,17.6424,12.46100379,0.894025
1996,12,1,2.36026,10.76645585,-1.00906
1996,12,2,5.657,8.911611754,1.86196
1996,12,3,0.0186449,7.901980002,0.908546
1996,12,4,2.12E-06,9.816753407,1.74712
1996,12,5,0,22.9747592,1.7632
1996,12,6,0.000405408,43.59142028,1.65488
1996,12,7,0.000803416,49.41260586,0.420231
1996,12,8,0.000779313,58.88907072,0.413464
1996,12,9,0.00122042,69.35568689,0.361063
1996,12,10,0.000377605,74.0346261,0.585451
1996,12,11,0.00160695,77.07618648,0.233403
1996,12,12,5.79728,74.65209341,1.13603
1996,12,13,17.5234,75.4868556,3.02391
1996,12,14,0.792906,86.55958023,1.61304
1996,12,15,0,92.52911245,-1.17262
1996,12,16,0.0166684,82.80116257,-0.158039
1996,12,17,0.085143,67.9528684,2.72399
1996,12,18,2.06561,61.21343305,3.5684
1996,12,19,11.1267,63.90843479,3.71497
1996,12,20,2.46391,68.502069,3.56955
1996,12,21,10.5843,77.48317422,2.61294
1996,12,22,9.94586,86.89262184,3.49847
1996,12,23,17.4092,98.8939328,3.88575
1996,12,24,0.0393867,109.7123327,0.794151
1996,12,25,0.00563342,108.5429386,-4.22319
1996,12,26,0.00948396,91.00509499,-9.06253
1996,12,27,0,72.17756703,-9.12644
1996,12,28,0.0066651,55.85330335,-8.18923
1996,12,29,0.0262826,42.2490309,-10.9773
1996,12,30,1.8133,31.68279757,-9.76282
1996,12,31,1.18431,23.49249578,-9.91733
1997,1,1,0.332146,17.25182771,-5.55435
1997,1,2,8.50467,12.50235002,-3.46302
1997,1,3,0.745756,9.058936093,-1.54813
1997,1,4,0.629201,6.946643572,-2.39972
1997,1,5,0.351315,5.885896976,-4.93731
1997,1,6,0.0217795,5.372454049,-4.52953
1997,1,7,0.00248366,5.099432631,-5.95609
1997,1,8,1.98346,4.977858815,-3.52631
1997,1,9,7.23755,4.904764588,-0.678573
1997,1,10,0.0183399,4.846050671,-1.21651
1997,1,11,0.000396883,4.785451184,-4.85657
1997,1,12,0.000396883,4.711675426,-3.78651
1997,1,13,0.000396883,4.624121378,-3.60678
1997,1,14,0,4.603198369,-3.28937
1997,1,15,0,4.994726713,-1.56884
1997,1,16,0,6.649280129,-0.801781
1997,1,17,0.000228727,9.593370181,-0.209944
1997,1,18,0.202095,14.40064172,0.711886
1997,1,19,10.191,14.99550492,1.18249
1997,1,20,17.2402,17.59622817,0.705437
1997,1,21,3.64577,24.65075814,2.2457
1997,1,22,13.2051,41.69835365,3.49358
1997,1,23,0.00376497,62.63556159,4.32537
1997,1,24,0.0118657,72.16166464,3.7013
1997,1,25,0.0250822,76.72837836,2.68048
1997,1,26,0.0440654,66.84731113,0.717666
1997,1,27,0.162434,53.96364438,-0.15861
1997,1,28,3.25E-05,40.95150898,-0.683459
1997,1,29,0.00581204,30.52305856,-1.46467
1997,1,30,7.04E-06,22.57606342,-1.26213
1997,1,31,0.000404365,16.55189511,-0.930252
1997,2,1,0.000385179,12.0108524,-0.93012
1997,2,2,0.000385179,8.801998811,-1.78224
1997,2,3,0.000385179,6.807872451,-1.69996
1997,2,4,0.232708,5.717683704,-1.33289
1997,2,5,12.3462,5.761744699,1.58349
1997,2,6,0,10.12773612,-1.56867
1997,2,7,0,13.97911465,1.52608
1997,2,8,0,12.37433573,1.82671
1997,2,9,0,12.79608998,1.76261
1997,2,10,1.67847,14.99823104,4.3748
1997,2,11,8.84146,19.49645088,5.39432
1997,2,12,7.5057,30.60506949,5.91923
1997,2,13,10.4976,43.33925372,2.47294
1997,2,14,18.9818,60.48896533,3.40647
1997,2,15,5.94627,75.27819345,0.908714
1997,2,16,0.00242524,82.3696397,-1.68211
1997,2,17,0.185818,74.85121413,1.96252
1997,2,18,10.6678,63.6525198,3.78028
